AppTime,HMDPos_x,HMDPos_y,HMDPos_z,HMDRot_x,HMDRot_y,HMDRot_z,HMDRot_w,EyeBlink_left,EyeBlink_right,EyePos_org_x,EyePos_org_y,EyePos_org_z,EyePos_dir_x,EyePos_dir_y,EyePos_dir_z,Eye_time_stamp,LeftPos_x,LeftPos_y,LeftPos_z,LeftVelocity,LeftRot_x,LeftRot_y,LeftRot_z,LeftRot_w,RightPos_x,RightPos_y,RightPos_z,RightVelocity,RightRot_x,RightRot_y,RightRot_z,RightRot_w
20.30427,-0.03225982,1.426263,0.006322017,0.2284142,-0.0568127,-0.00698727,-0.00698727,False,False,-3.473558,1.131088,2.01626,0.1402934,-0.8062347,-0.574706,20.29779,-0.100982,0.8889144,0.1656729,0.06020368,0.4385096,-0.06892618,0.1623385,0.1623385,0.09303093,0.8976165,0.1651413,0.07424405,0.3426412,0.1491465,-0.07729635,-0.07729635,
20.3492,-0.0309523,1.424182,0.007094882,0.235207,-0.05753293,-0.007957058,-0.007957058,False,False,-3.476934,1.128282,2.014885,0.1425311,-0.7984972,-0.5848709,20.34296,-0.0995065,0.8895766,0.1669915,0.06054544,0.4370182,-0.06631699,0.1588715,0.1588715,0.09638762,0.8973066,0.1645314,0.07714818,0.3421748,0.153977,-0.08083212,-0.08083212,
20.39621,-0.03009833,1.422494,0.008173221,0.2403706,-0.05895717,-0.006244386,-0.006244386,False,False,-3.471811,1.125874,2.015331,0.1683066,-0.8637426,-0.4749765,20.38956,-0.09815836,0.8908451,0.1704861,0.08635003,0.4321629,-0.06385456,0.1549982,0.1549982,0.09943902,0.8971282,0.1638341,0.07206604,0.3419494,0.1585247,-0.08301365,-0.08301365,
20.43906,-0.02949601,1.420974,0.009628195,0.2449586,-0.06077741,-0.006438327,-0.006438327,False,False,-3.493467,1.123204,2.009767,0.1965978,-0.8968256,-0.3962519,20.43243,-0.0979346,0.8938643,0.1756347,0.1287649,0.4216845,-0.06200343,0.1488486,0.1488486,0.1015127,0.8968083,0.163093,0.05634887,0.341702,0.1620282,-0.08491094,-0.08491094,
20.48302,-0.02880988,1.418375,0.009970879,0.2556268,-0.06426354,-0.007385085,-0.007385085,False,False,-3.460646,1.122843,2.015779,0.1958633,-0.8636588,-0.4644445,20.47685,-0.09787655,0.8985888,0.1830978,0.1802171,0.4064911,-0.06084394,0.1422327,0.1422327,0.1028916,0.8963066,0.1626189,0.03949949,0.3419535,0.1638589,-0.08726158,-0.08726158,
20.52794,-0.02838469,1.417255,0.01090884,0.2596348,-0.06682509,-0.01009131,-0.01009131,False,False,-3.464295,1.12114,2.014141,0.1977009,-0.8846378,-0.4222698,20.52187,-0.09916151,0.9042572,0.1903543,0.2110361,0.3876553,-0.06000771,0.13499,0.13499,0.1035982,0.8959191,0.1619023,0.027331,0.3415653,0.1648904,-0.08837435,-0.08837435,
20.57557,-0.02776935,1.416484,0.01111792,0.263081,-0.06781422,-0.01091654,-0.01091654,False,False,-3.47732,1.118712,2.010563,0.1435754,-0.8644575,-0.4817617,20.56937,-0.1005917,0.9106911,0.1981876,0.2249693,0.3671877,-0.05895326,0.1277699,0.1277699,0.1042924,0.8951846,0.1613457,0.0236805,0.3418215,0.1658113,-0.08898306,-0.08898306,
20.61759,-0.02712507,1.416332,0.01128534,0.2626624,-0.06850854,-0.009983212,-0.009983212,False,False,-3.478119,1.117823,2.010172,0.1599964,-0.8832487,-0.4407592,20.61162,-0.1020325,0.9178205,0.2059408,0.2492009,0.3474256,-0.05617768,0.1232911,0.1232911,0.1047237,0.8946564,0.1609802,0.01914383,0.3423909,0.1663781,-0.09020153,-0.09020153,
20.66057,-0.02675988,1.41584,0.01155674,0.2638708,-0.0681465,-0.009353978,-0.009353978,False,False,-3.471548,1.117687,2.011071,0.1758876,-0.8654103,-0.4691555,20.65466,-0.1028268,0.9287788,0.2167771,0.3295513,0.3122845,-0.0491754,0.1163762,0.1163762,0.1052625,0.8942826,0.1609638,0.01344472,0.3429001,0.1671485,-0.09072149,-0.09072149,
20.70441,-0.02672878,1.414799,0.01120328,0.2677377,-0.06946409,-0.009222277,-0.009222277,False,False,-3.479572,1.116388,2.009158,0.1382136,-0.8688363,-0.4754007,20.69808,-0.1047411,0.9422253,0.2295089,0.4118325,0.2669451,-0.04076454,0.09731508,0.09731508,0.1055341,0.8943829,0.1610254,0.006604362,0.3421788,0.1669491,-0.09103663,-0.09103663,
20.74919,-0.02710581,1.413958,0.01082682,0.2711162,-0.0719888,-0.009316069,-0.009316069,False,False,-3.481029,1.115524,2.00861,0.1478636,-0.8631208,-0.4828467,20.7433,-0.1080143,0.9580547,0.2447294,0.4824566,0.2099171,-0.03900696,0.07183866,0.07183866,0.1054815,0.8946272,0.1612111,0.005318541,0.3409619,0.1660483,-0.08931694,-0.08931694,
20.79429,-0.02748385,1.413783,0.01089556,0.2714476,-0.07579112,-0.009241797,-0.009241797,False,False,,,,,,,,-0.1146166,0.9751288,0.257321,0.502547,0.1524678,-0.04574136,0.05562925,0.05562925,0.1042061,0.8947245,0.1614537,0.01722194,0.3407109,0.1639538,-0.08842441,-0.08842441,
20.84205,-0.02762577,1.413791,0.01043767,0.2700733,-0.07948246,-0.01000272,-0.01000272,False,False,-3.482276,1.114277,2.008437,0.1495958,-0.8359364,-0.5280365,20.8359,-0.118739,0.9917403,0.2703888,0.4859116,0.09816024,-0.04832304,0.04369145,0.04369145,0.1030226,0.8940018,0.1608726,0.02712074,0.3417132,0.1615653,-0.08763594,-0.08763594,
20.87599,-0.02771175,1.414105,0.009891457,0.2687258,-0.08093663,-0.01081576,-0.01081576,False,False,-3.481668,1.114295,2.008597,0.1858386,-0.8347874,-0.5182489,20.86958,-0.1205443,1.00408,0.2799407,0.4688005,0.06271694,-0.04598585,0.0405062,0.0405062,0.1019495,0.8942075,0.1604133,0.02745719,0.3419652,0.160342,-0.08671427,-0.08671427,
20.90807,-0.02765055,1.414976,0.0094157,0.2653375,-0.08075105,-0.01111627,-0.01111627,False,False,-3.484691,1.114254,2.008159,0.1676354,-0.8222998,-0.5437825,20.90234,-0.1211824,1.016468,0.2892063,0.457346,0.02802384,-0.03980934,0.05351569,0.05351569,0.1016161,0.8940942,0.1603312,0.02001136,0.3421891,0.1592243,-0.08615458,-0.08615458,
