AppTime,HMDPos_x,HMDPos_y,HMDPos_z,HMDRot_x,HMDRot_y,HMDRot_z,HMDRot_w,EyeBlink_left,EyeBlink_right,EyePos_org_x,EyePos_org_y,EyePos_org_z,EyePos_dir_x,EyePos_dir_y,EyePos_dir_z,Eye_time_stamp,LeftPos_x,LeftPos_y,LeftPos_z,LeftVelocity,LeftRot_x,LeftRot_y,LeftRot_z,LeftRot_w,RightPos_x,RightPos_y,RightPos_z,RightVelocity,RightRot_x,RightRot_y,RightRot_z,RightRot_w
200.96,0.03854565,1.504966,-0.07582957,-0.01260071,0.1937664,-0.01178161,-0.01178161,False,True,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200.9829,0.03896202,1.504686,-0.07364152,-0.01684612,0.187102,-0.008009957,-0.008009957,False,True,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
201.0075,0.03797035,1.50602,-0.07157152,-0.01735129,0.1788952,-0.004529689,-0.004529689,False,True,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
201.0304,0.0364923,1.507881,-0.0704959,-0.02247924,0.1741396,0.001141677,0.001141677,False,True,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
201.0523,0.0358457,1.509775,-0.06855459,-0.03150421,0.1701966,0.01071153,0.01071153,True,True,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
201.0734,0.03445461,1.511068,-0.06757928,-0.03956854,0.1674217,0.008098989,0.008098989,False,True,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
201.0934,0.03309441,1.511776,-0.06694244,-0.04491139,0.16326,0.001895638,0.001895638,False,True,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
201.117,0.03153213,1.511859,-0.06622945,-0.0451691,0.1587827,-0.004929813,-0.004929813,False,True,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
201.138,0.03098209,1.512062,-0.0654838,-0.03829354,0.151356,-0.005935119,-0.005935119,False,True,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
201.1609,0.03009496,1.512494,-0.06468579,-0.0392143,0.1493503,-0.008728292,-0.008728292,False,True,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
201.183,0.02984888,1.512815,-0.06300779,-0.04649779,0.1490846,-0.006819082,-0.006819082,False,True,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
201.205,0.02941218,1.512817,-0.06108015,-0.05253008,0.1492696,-0.007934327,-0.007934327,False,True,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
201.2268,0.02952258,1.512866,-0.05939038,-0.05009136,0.147688,-0.01464011,-0.01464011,False,True,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
201.2488,0.02919348,1.512171,-0.05750835,-0.04866659,0.1456698,-0.02146029,-0.02146029,False,True,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
201.2717,0.02939782,1.511161,-0.0553954,-0.04050144,0.1421897,-0.02197218,-0.02197218,True,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
201.2948,0.02964425,1.50973,-0.0533199,-0.03288412,0.140223,-0.01662533,-0.01662533,True,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
201.3162,0.03032967,1.507957,-0.05074782,-0.01929975,0.1396208,-0.01685318,-0.01685318,True,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
201.338,0.03099507,1.505912,-0.04860416,-0.003192185,0.1396702,-0.02137607,-0.02137607,True,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
201.3631,0.03201508,1.503865,-0.04585868,0.002489772,0.1396676,-0.02440992,-0.02440992,True,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
201.3839,0.03313058,1.502216,-0.04267423,0.009242304,0.1391994,-0.02290704,-0.02290704,True,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
201.4039,0.03370607,1.501022,-0.04013539,0.01936053,0.1377141,-0.01750162,-0.01750162,True,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
201.429,0.03418065,1.499751,-0.03792888,0.02949994,0.1354138,-0.01924328,-0.01924328,True,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
201.4518,0.03445598,1.498265,-0.03590066,0.03372703,0.1352325,-0.02499764,-0.02499764,True,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
201.4746,0.03423322,1.497276,-0.03378551,0.0393903,0.1327555,-0.03324355,-0.03324355,True,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
201.4969,0.03362942,1.496367,-0.03153998,0.04080167,0.1276965,-0.03417808,-0.03417808,True,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
201.5236,0.03278893,1.496721,-0.02950671,0.04933903,0.1227734,-0.01468989,-0.01468989,False,True,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
201.5479,0.03199957,1.496968,-0.02773292,0.05568843,0.1183354,-0.004699622,-0.004699622,False,True,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
201.5844,0.028165,1.497207,-0.02512371,0.05561159,0.1101776,-0.02367949,-0.02367949,False,True,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
201.6054,0.02700434,1.498268,-0.02378735,0.06431632,0.1121692,-0.02863598,-0.02863598,False,True,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
201.6293,0.02655281,1.498391,-0.02291407,0.0580586,0.1110358,-0.02545151,-0.02545151,False,True,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
201.6528,0.02559657,1.498908,-0.02175491,0.05842379,0.1085938,-0.0267739,-0.0267739,False,True,-3.546527,1.202308,2.075805,-0.4542606,-0.6246009,-0.6352222,201.6473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
201.6773,0.02503477,1.499217,-0.02066064,0.06331592,0.1064042,-0.026146,-0.026146,False,True,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
201.7012,0.0243712,1.499232,-0.01961644,0.06403356,0.1056249,-0.03060941,-0.03060941,False,True,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
201.7392,0.0234448,1.498845,-0.01764401,0.06764487,0.1059856,-0.03351973,-0.03351973,False,True,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
201.7629,0.02290162,1.498793,-0.01673757,0.06812512,0.1070751,-0.03242041,-0.03242041,False,True,-3.542356,1.20034,2.070278,-0.2075638,-0.2649613,-0.9416445,201.7582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
201.7859,0.02303224,1.498843,-0.01582742,0.06818281,0.1074802,-0.0263563,-0.0263563,False,True,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
201.8088,0.02311195,1.49858,-0.01467692,0.06870686,0.1070371,-0.01932055,-0.01932055,False,True,-3.541369,1.200922,2.067805,-0.1641435,-0.2939231,-0.9416118,201.804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
201.8338,0.02255115,1.498069,-0.01390618,0.07084884,0.1035878,-0.01844912,-0.01844912,False,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
201.8757,0.02121865,1.497055,-0.01221061,0.07916915,0.09980478,-0.01648905,-0.01648905,False,False,-3.540626,1.201254,2.064569,-0.247337,-0.3764186,-0.8928057,201.8709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
201.8996,0.02056565,1.497659,-0.01279407,0.08394766,0.1009216,-0.01021694,-0.01021694,False,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
201.9238,0.0206575,1.497858,-0.01227611,0.08508598,0.0988047,-0.004908287,-0.004908287,False,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
201.9634,0.01836067,1.497797,-0.01255281,0.0781709,0.09095005,-0.004364809,-0.004364809,False,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
201.9874,0.01781401,1.499027,-0.01229931,0.07914244,0.09123487,-0.00293943,-0.00293943,False,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
202.0123,0.01610815,1.49923,-0.01262592,0.07471717,0.08944423,-0.008436105,-0.008436105,False,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
202.0511,0.01729639,1.501427,-0.0145217,0.09346876,0.07768308,-0.009709063,-0.009709063,False,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
202.0762,0.01477643,1.499839,-0.01287647,0.08130433,0.07075711,-0.001101142,-0.001101142,False,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
202.1009,0.01460297,1.498473,-0.01408694,0.08363466,0.05739407,-0.01116094,-0.01116094,True,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
202.1412,0.01353275,1.498058,-0.01415151,0.09017869,0.06173588,-0.01979361,-0.01979361,True,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
202.1671,0.0136301,1.497493,-0.0131664,0.08286979,0.06128366,-0.02305792,-0.02305792,True,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
202.2101,0.01241693,1.498,-0.01190288,0.0856251,0.04933294,-0.01561849,-0.01561849,True,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
202.2366,0.01231787,1.498206,-0.01102415,0.08668516,0.04639934,-0.01033036,-0.01033036,False,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
202.2775,0.01194202,1.496658,-0.01004358,0.08876202,0.0448297,-0.006336253,-0.006336253,False,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
202.3045,0.01150199,1.4963,-0.009427393,0.08958022,0.04362607,-0.008516259,-0.008516259,False,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
202.3454,0.01204225,1.49691,-0.007862029,0.0846827,0.04439381,-0.007382678,-0.007382678,False,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
202.3721,0.01247023,1.497094,-0.007004446,0.08116788,0.04574382,-0.00916263,-0.00916263,False,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
202.4105,0.0137073,1.497289,-0.005694241,0.07834331,0.05139642,-0.01039441,-0.01039441,False,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
202.438,0.01417078,1.496862,-0.005262415,0.08014017,0.05257189,-0.01290367,-0.01290367,False,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
202.4792,0.01477885,1.495696,-0.004759486,0.08254445,0.0580132,-0.01541508,-0.01541508,False,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
202.5198,0.01540946,1.495125,-0.003673546,0.0829073,0.06851562,-0.01592461,-0.01592461,False,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
202.5447,0.01566713,1.494558,-0.003786411,0.08459122,0.06907128,-0.01381437,-0.01381437,False,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
202.5698,0.01560155,1.494192,-0.004083381,0.08845685,0.06795463,-0.01039938,-0.01039938,False,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
202.6074,0.01554159,1.493798,-0.003999467,0.08659241,0.06202567,-0.001180786,-0.001180786,False,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
