AppTime;HMDPos_x,HMDPos_y,HMDPos_z;MDRot_x,HMDRot_y,HMDRot_z,HMDRot_w;EyePos_x,EyePos_y,EyePos_z;LeftPos_x,LeftPos_y,LeftPos_z;LeftRot_x,LeftRot_y,LeftRot_z,LeftRot_w;RightPos_x,RightPos_y,RightPos_z;RightRot_x,RightRot_y,RightRot_z,RightRot_w;
168.1082;0.6909298,1.485862,0.07233171;-0.1840664,0.694099,0.1241193,0.6847923;-3.844849,1.186417,2.062473;0.8619686,1.257447,0.242661;-0.1227277,0.6148641,0.5213655,0.578842;0.8191097,1.244891,-0.07084164;-0.6383315,0.4895234,0.29102,0.5178871;
168.1194;0.6904427,1.485576,0.07159945;-0.1831311,0.6942577,0.1226918,0.6851394;-3.844624,1.186743,2.060013;0.861958,1.258183,0.2423161;-0.1242585,0.6152141,0.5200495,0.5793273;0.8204725,1.244784,-0.07130197;-0.6387755,0.4886329,0.2916003,0.5178543;
168.1302;0.6900235,1.48522,0.07107531;-0.1822754,0.6943232,0.1210992,0.6855844;-3.845043,1.18864,2.046776;0.8620546,1.258517,0.242359;-0.1255726,0.6157005,0.5187789,0.5796662;0.8214668,1.244985,-0.07161862;-0.6391818,0.4876127,0.293144,0.5174428;
168.1411;0.6895412,1.484943,0.07053358;-0.1813129,0.6943188,0.1196096,0.6861054;-3.844669,1.188561,2.046652;0.8615956,1.259157,0.2422137;-0.1281294,0.6158905,0.5170918,0.5804118;0.8211813,1.245432,-0.07161632;-0.6393243,0.486463,0.2952375,0.5171587;
168.1579;0.689149,1.484607,0.07003464;-0.18051,0.6942614,0.1180838,0.6866392;-3.843307,1.186686,2.058457;0.8618134,1.260034,0.2416744;-0.1305452,0.6162162,0.515131,0.5812707;0.8213743,1.245834,-0.07172948;-0.6396031,0.4849996,0.2970253,0.5171646;
168.1716;0.6887373,1.484207,0.06962214;-0.1796057,0.69407,0.1166293,0.6873181;-3.842379,1.185725,2.064141;0.8613317,1.260751,0.2416091;-0.1330636,0.6165246,0.5136639,0.5816708;0.8213946,1.246119,-0.07200074;-0.6405389,0.4829727,0.2983946,0.517115;
168.1824;0.6883123,1.483867,0.06927265;-0.1788283,0.6939067,0.115241,0.6879197;-3.842373,1.186467,2.05845;0.860952,1.261082,0.2415535;-0.1349468,0.6168602,0.513093,0.5813851;0.8210686,1.246642,-0.07211015;-0.6415678,0.4810371,0.299847,0.5168036;
168.1921;0.6880065,1.483519,0.06890471;-0.1781095,0.6937094,0.114077,0.6884989;-3.84188,1.18616,2.059348;0.8603786,1.261765,0.2415498;-0.1370674,0.6171737,0.5127366,0.5808703;0.8216319,1.24708,-0.07228574;-0.6427518,0.4790196,0.3011895,0.5164256;
168.2021;0.6876454,1.483278,0.06868113;-0.1774967,0.6934022,0.1132928,0.6890959;-3.841226,1.185837,2.060459;0.860219,1.260805,0.2428109;-0.1399857,0.6174124,0.5138006,0.5789774;0.8212544,1.247705,-0.07230437;-0.6440802,0.4770224,0.3025234,0.515839;
168.2131;0.6873555,1.483116,0.06852031;-0.1769605,0.6932568,0.1124398,0.6895196;-3.841177,1.186412,2.055449;0.8603683,1.261688,0.242092;-0.1431166,0.61744,0.5135273,0.5784248;0.8216015,1.248255,-0.07235453;-0.6450109,0.4755563,0.30406,0.5151259;
168.2232;0.6871215,1.482852,0.06838907;-0.1765152,0.6930488,0.1118157,0.6899443;-3.841159,1.186726,2.052521;0.8597944,1.262313,0.2421573;-0.1461797,0.6172603,0.5135111,0.5778647;0.8212682,1.248933,-0.07227093;-0.645835,0.4740923,0.3057731,0.5144282;
168.2337;0.6868885,1.48277,0.06837683;-0.1759019,0.6928008,0.1113402,0.6904268;-3.840582,1.186017,2.056011;0.8580968,1.264324,0.2412862;-0.1500716,0.6168699,0.5135208,0.577275;0.8218055,1.249382,-0.07215974;-0.6468251,0.4728686,0.3069903,0.513585;
168.2436;0.6866617,1.482576,0.06832422;-0.1753768,0.6925952,0.1108531,0.6908447;-3.840033,1.18488,2.061947;0.8578409,1.265315,0.2413283;-0.1539454,0.6159822,0.5132552,0.5774391;0.8221389,1.249943,-0.07212976;-0.6481776,0.4711733,0.3075492,0.5131033;
168.2537;0.6863824,1.482429,0.06835736;-0.1746611,0.6924133,0.1104919,0.6912662;-3.839687,1.183363,2.069422;0.8565865,1.26642,0.241755;-0.1573111,0.6148251,0.5133902,0.5776452;0.8219237,1.250655,-0.07192805;-0.6496127,0.4691494,0.3080547,0.5128397;
168.2647;0.6861985,1.482158,0.0684879;-0.1739108,0.6923961,0.1101564,0.691526;-3.837889,1.181237,2.080486;0.8561463,1.267079,0.2416417;-0.1612371,0.613709,0.5128951,0.5781889;0.8219854,1.2513,-0.07178137;-0.6511116,0.4671085,0.3080418,0.5128096;
168.2757;0.6859972,1.482007,0.06852333;-0.1730557,0.6922982,0.1098943,0.6918802;-3.837171,1.180182,2.084952;0.8553703,1.267852,0.2417105;-0.1646872,0.6126442,0.5129503,0.5782968;0.8219184,1.251992,-0.07146677;-0.6530035,0.4648616,0.3069798,0.5130824;
168.2856;0.6857718,1.481845,0.06866643;-0.1722572,0.6921241,0.1096256,0.6922962;-3.837137,1.179134,2.090582;0.8541914,1.268716,0.2421023;-0.1671979,0.6114224,0.514034,0.577907;0.8218665,1.252817,-0.07108286;-0.6548904,0.4622564,0.3053478,0.5140043;
168.2967;0.6855681,1.481686,0.06873993;-0.171406,0.6919782,0.109287,0.6927068;-3.83688,1.178709,2.091787;0.8535612,1.269458,0.2422819;-0.1695223,0.6102604,0.5149349,0.5776561;0.8219202,1.253472,-0.07068226;-0.6562399,0.4599312,0.3040469,0.5151388;
168.3077;0.685382,1.48149,0.06896231;-0.1706007,0.6918886,0.1090917,0.6930258;-3.836406,1.17847,2.092479;0.8531625,1.269522,0.2426294;-0.1711971,0.609127,0.5158895,0.5775066;0.8219205,1.254104,-0.07006556;-0.6568964,0.4582666,0.3034185,0.5161551;
168.3185;0.6852213,1.481336,0.06922033;-0.169468,0.691934,0.1087518,0.6933117;-3.836869,1.179026,2.0882;0.8521138,1.269039,0.2437944;-0.1723655,0.608089,0.5175377,0.5767778;0.8216729,1.254715,-0.06957099;-0.6578563,0.4563816,0.302883,0.5169166;
168.3304;0.6850764,1.481174,0.06947169;-0.1683955,0.6918226,0.1084207,0.6937358;-3.836848,1.179849,2.081711;0.8514107,1.269403,0.2441441;-0.173051,0.606961,0.5188971,0.5765393;0.8215928,1.255285,-0.06898212;-0.6587263,0.4543464,0.3024516,0.5178535;
168.3404;0.6849909,1.480974,0.06981682;-0.1672525,0.6918715,0.1078404,0.694054;-3.836843,1.180742,2.074697;0.8509736,1.269357,0.2447236;-0.1725124,0.6058233,0.5211183,0.5758935;0.8215084,1.255718,-0.06843004;-0.6598221,0.4517403,0.3022349,0.5188637;
168.3523;0.6849011,1.480664,0.07015166;-0.165894,0.6919907,0.1073613,0.6943355;-3.836282,1.180382,2.075583;0.8504258,1.269395,0.2451927;-0.1706889,0.6046046,0.5236738,0.5753992;0.8218176,1.256098,-0.06777611;-0.6610085,0.4486754,0.3021919,0.5200368;
168.3633;0.6847922,1.48044,0.07049038;-0.1644986,0.6921812,0.1067134,0.6945773;-3.836837,1.18094,2.069892;0.8492904,1.27058,0.2449683;-0.1684449,0.6037182,0.5265739,0.5743437;0.8215175,1.256496,-0.06706622;-0.6622587,0.4452977,0.3026574,0.5210776;
168.3743;0.6846427,1.480249,0.07075877;-0.163033,0.6925809,0.106163,0.6946089;-3.837977,1.184304,2.044686;0.8488263,1.270993,0.2451946;-0.1667202,0.6026425,0.5288717,0.5738652;0.8214458,1.257045,-0.06635046;-0.6631086,0.4424684,0.3032598,0.5220559;
168.3863;0.6845778,1.480067,0.07104757;-0.1615413,0.6931692,0.1055454,0.6944646;-3.838955,1.185086,2.036228;0.8484248,1.271092,0.2454335;-0.1651816,0.6017377,0.5307401,0.5735344;0.8212078,1.257447,-0.06550696;-0.6632798,0.4400401,0.3047536,0.5230199;
168.3961;0.6844553,1.47987,0.07132264;-0.1601414,0.6938183,0.1050195,0.6942204;-3.836276,1.180698,2.062845;0.8469721,1.272045,0.2464294;-0.1640076,0.6007386,0.5322462,0.573523;0.8210062,1.257944,-0.06457222;-0.6629086,0.4381723,0.3063184,0.5241434;
168.4072;0.6844537,1.47964,0.07156134;-0.1587011,0.6946811,0.1045076,0.6937653;-3.834175,1.180192,2.062474;0.8463578,1.27214,0.2464757;-0.1641856,0.6005797,0.5325606,0.5733466;0.8210481,1.258404,-0.06366256;-0.66205,0.4366103,0.3077283,0.5257039;
168.4192;0.6843875,1.479472,0.07183281;-0.1575133,0.6954379,0.104239,0.6933181;-3.834582,1.180067,2.062342;0.8463565,1.271733,0.2466701;-0.1647638,0.6006426,0.5327188,0.5729678;0.8211571,1.258866,-0.062731;-0.6605597,0.4356326,0.309233,0.5275036;
168.4296;0.684427,1.47923,0.07211427;-0.1562513,0.6962321,0.1037987,0.6928725;-3.837327,1.180232,2.062141;0.8462719,1.271127,0.2462665;-0.1651071,0.6007397,0.5332757,0.5722486;0.821249,1.259168,-0.06175098;-0.6588752,0.4348972,0.3106512,0.5293806;
168.4419;0.6844637,1.479047,0.07234724;-0.1551524,0.6970049,0.1034727,0.6923911;-3.837564,1.182514,2.043811;0.845722,1.271126,0.2462706;-0.1656633,0.6011201,0.5336102,0.5713761;0.8215297,1.259542,-0.06086889;-0.6579628,0.4336965,0.3117343,0.5308616;
168.4518;0.6844634,1.478932,0.07258776;-0.1541144,0.6978221,0.1033564,0.6918169;-3.835404,1.178342,2.072308;0.8457683,1.270544,0.2458971;-0.1660165,0.6017995,0.5342228,0.5699841;0.8214763,1.259834,-0.06020045;-0.6579786,0.4321897,0.3122139,0.5317883;
168.4637;0.6845021,1.478994,0.07285497;-0.1533194,0.6986756,0.1030548,0.6911767;-3.83421,1.176432,2.083983;0.8457,1.270509,0.2458899;-0.1660873,0.6024323,0.53519,0.5683855;0.8211195,1.260207,-0.05951843;-0.6586505,0.4302297,0.3121142,0.5326038;
168.4736;0.6845223,1.479059,0.0730769;-0.1527192,0.6995567,0.1028662,0.6904461;-3.833742,1.176168,2.084688;0.8455542,1.270065,0.245838;-0.1659235,0.6028718,0.5358139,0.5673786;0.8210074,1.260458,-0.05912611;-0.6602268,0.4279851,0.3109296,0.5331531;
168.4854;0.6845722,1.47912,0.07328094;-0.1522114,0.7004005,0.102526,0.6897531;-3.833447,1.176126,2.084097;0.8441558,1.269565,0.2470053;-0.1663617,0.6028166,0.5367032,0.5664677;0.8208427,1.26078,-0.0588927;-0.6615494,0.4265098,0.309483,0.5335374;
168.4966;0.6846694,1.479017,0.07345133;-0.1516956,0.7013404,0.1019572,0.6889955;-3.836238,1.17918,2.061372;0.8440232,1.269273,0.2470731;-0.1659412,0.6031543,0.5368559,0.5660867;0.8208357,1.261096,-0.05852705;-0.6623335,0.4254744,0.3085091,0.5339552;
168.5075;0.6847093,1.478895,0.07363937;-0.1508518,0.7022425,0.1012228,0.68837;-3.836587,1.179746,2.056349;0.8433546,1.269474,0.2467448;-0.1657723,0.6034616,0.5366837,0.565972;0.8205891,1.261378,-0.05812791;-0.6624262,0.4251904,0.307754,0.5345019;
168.5185;0.6848359,1.478581,0.07383528;-0.1498782,0.7032415,0.1002167,0.6877097;-3.833466,1.175903,2.083634;0.8436872,1.269422,0.246841;-0.1652328,0.6038024,0.5363894,0.5660453;0.8204726,1.261706,-0.05774143;-0.6621791,0.4249981,0.3069266,0.5354357;
168.5305;0.6849953,1.478356,0.07400393;-0.1488454,0.7043119,0.09911753,0.6869975;-3.833319,1.175528,2.085477;0.8445914,1.269968,0.2460532;-0.1642842,0.6044154,0.5362242,0.5658236;0.820572,1.262034,-0.05736616;-0.66171,0.4243819,0.3062878,0.5368685;
168.5414;0.6850796,1.47808,0.07416751;-0.1479035,0.7052281,0.09799566,0.6864217;-3.833144,1.175401,2.085626;0.844789,1.269797,0.2458595;-0.1633757,0.6050572,0.5361285,0.5654914;0.8203478,1.262368,-0.05678374;-0.6614928,0.423287,0.3058893,0.5382259;
168.5524;0.6851662,1.477939,0.07431384;-0.1469308,0.7063801,0.09686861,0.6856056;-3.833881,1.17598,2.080042;0.8451087,1.269668,0.2457102;-0.1624551,0.6058146,0.5362243,0.5648544;0.8203173,1.262606,-0.05641544;-0.6609127,0.422414,0.3061647,0.5394664;
168.5633;0.6853296,1.477733,0.07424004;-0.1460692,0.7073299,0.09580254,0.68496;-3.833945,1.175805,2.07984;0.8451817,1.269499,0.2455911;-0.1616189,0.6064944,0.5365623,0.5640433;0.8197112,1.262816,-0.05606735;-0.6605793,0.4215922,0.30722,0.5399176;
168.5753;0.6853455,1.477599,0.07428516;-0.1452021,0.7084107,0.09475686,0.6841723;-3.832827,1.174844,2.084982;0.8452743,1.269613,0.2454313;-0.1611011,0.6071309,0.5370599,0.5630322;0.8191642,1.26311,-0.05573842;-0.6604208,0.420869,0.3081667,0.540136;
168.5852;0.6854483,1.477456,0.07429647;-0.1443871,0.7094107,0.09376424,0.683445;-3.832463,1.174555,2.085629;0.8448665,1.269577,0.2456559;-0.1608499,0.6074551,0.5376381,0.5622017;0.8187927,1.263232,-0.05550995;-0.6599589,0.421083,0.3104827,0.5392067;
168.5962;0.6855395,1.477258,0.07431284;-0.1436968,0.7105078,0.09273206,0.6825911;-3.832326,1.174336,2.08565;0.845176,1.269194,0.2457857;-0.160791,0.6074571,0.5379555,0.5619129;0.8181963,1.263423,-0.05522484;-0.6596586,0.4210843,0.3124688,0.5384253;
168.6083;0.6856287,1.477088,0.07427514;-0.143221,0.7114779,0.09176258,0.6818113;-3.832372,1.174358,2.084151;0.8449751,1.269171,0.2459397;-0.1604908,0.6073198,0.5386921,0.5614412;0.8177264,1.263515,-0.05508021;-0.6593905,0.4215668,0.315315,0.5367141;
168.6195;0.6857028,1.476871,0.07424875;-0.1424085,0.7125152,0.09080415,0.681026;-3.836484,1.177649,2.058664;0.84519,1.269178,0.2460523;-0.1600563,0.6071688,0.5394476,0.561003;0.8171966,1.263762,-0.0548462;-0.6591089,0.4219558,0.3176907,0.5353517;
168.6302;0.6856797,1.476705,0.07415388;-0.1418545,0.7135763,0.08982465,0.6801602;-3.838001,1.178882,2.048666;0.8456224,1.268897,0.2457131;-0.1590867,0.6072827,0.5404319,0.5602076;0.8168913,1.263847,-0.05478376;-0.6592393,0.4215633,0.3185987,0.5349606;
168.6422;0.6857661,1.476565,0.07395294;-0.1411339,0.7146022,0.08877338,0.6793705;-3.836819,1.177513,2.056793;0.8452055,1.268955,0.2460808;-0.1573804,0.6075534,0.5420265,0.5588539;0.8167497,1.263942,-0.05474666;-0.6594694,0.4207056,0.3183275,0.5355133;
168.653;0.6857541,1.476411,0.07379048;-0.1404367,0.7156885,0.08762006,0.6785206;-3.833611,1.174546,2.077143;0.8453168,1.269093,0.2460652;-0.1556945,0.6079661,0.5431526,0.5577829;0.8165212,1.263969,-0.05471984;-0.6596195,0.4199535,0.3180213,0.5361004;
168.665;0.6857163,1.476278,0.07357451;-0.1396179,0.7167736,0.08638076,0.6777027;-3.835066,1.17569,2.067569;0.845889,1.269029,0.2457741;-0.1537146,0.6086605,0.5443807,0.5563759;0.8165749,1.264097,-0.05472335;-0.6594725,0.4195412,0.3169147,0.537258;
168.6757;0.6855934,1.476199,0.07330447;-0.1389589,0.7177857,0.08507223,0.676932;-3.836126,1.176289,2.062463;0.845982,1.269089,0.2457061;-0.1515272,0.6094128,0.5460083,0.5545543;0.8164381,1.264206,-0.05475909;-0.6591331,0.4198004,0.3166071,0.5376534;
168.6869;0.6855503,1.476083,0.07301473;-0.1381334,0.7188492,0.08363362,0.6761512;-3.836823,1.176801,2.057604;0.8461415,1.269261,0.2455;-0.1494851,0.610351,0.5475185,0.5525844;0.8159587,1.264256,-0.05481949;-0.6592185,0.420019,0.3168986,0.537206;
168.6999;0.68544,1.47595,0.07270132;-0.1371558,0.7199504,0.0820914,0.6753672;-3.836664,1.17668,2.057465;0.8462334,1.269442,0.2452813;-0.1478777,0.6111745,0.5489365,0.5506965;0.8157761,1.264253,-0.05491742;-0.6592795,0.4201449,0.3174415,0.536712;
168.7108;0.6854528,1.475728,0.0723334;-0.1363826,0.7210462,0.08036339,0.674562;-3.835918,1.176065,2.060844;0.8467275,1.269603,0.2448841;-0.1467141,0.6119145,0.5500861,0.5490364;0.815654,1.264176,-0.05518207;-0.659374,0.4207646,0.3184578,0.535507;
168.7218;0.6852845,1.475538,0.07202657;-0.1354284,0.7220906,0.07860214,0.6738443;-3.836045,1.177157,2.050898;0.8468893,1.269883,0.2444442;-0.1460249,0.6126772,0.5509749,0.5474762;0.8154616,1.264125,-0.05538902;-0.6593062,0.4215576,0.3194401,0.5343806;
168.7323;0.6853417,1.475283,0.07159381;-0.1344941,0.7231293,0.07691403,0.6731119;-3.834287,1.174841,2.067803;0.8469206,1.270166,0.2441455;-0.1453187,0.613357,0.5519316,0.5459371;0.8153484,1.264103,-0.05568042;-0.6592949,0.4227459,0.3200948,0.5330624;
168.7443;0.6852938,1.47503,0.07112511;-0.1334991,0.7241091,0.07536699,0.6724313;-3.833537,1.173816,2.074299;0.8475935,1.270525,0.2433878;-0.1453419,0.6139086,0.551882,0.5453607;0.8150452,1.264086,-0.05599478;-0.6592234,0.4237197,0.3200607,0.5323977;
168.7556;0.685225,1.47479,0.07062954;-0.132416,0.7250506,0.07361567,0.6718247;-3.83268,1.173114,2.078546;0.8477526,1.270926,0.2427772;-0.14588,0.6143177,0.5519112,0.5447265;0.8149905,1.264033,-0.05633125;-0.6590098,0.4246878,0.3199915,0.5319322;
168.7674;0.6851673,1.47453,0.07007775;-0.1313268,0.7259017,0.07191417,0.6713036;-3.834478,1.174703,2.066255;0.8477284,1.271353,0.2422219;-0.1464377,0.6148856,0.5519271,0.5439192;0.8152581,1.26388,-0.05688256;-0.6582927,0.4260795,0.3194507,0.5320323;
168.7783;0.6851307,1.474209,0.06959917;-0.1301122,0.726818,0.07006216,0.6707442;-3.834071,1.174272,2.068166;0.8480374,1.271603,0.2415213;-0.1470563,0.6153605,0.5517687,0.5433758;0.8151109,1.263801,-0.05717137;-0.6578732,0.4270559,0.3192566,0.5318848;
168.7904;0.684992,1.473976,0.06906867;-0.1288192,0.7277151,0.06825805,0.6702069;-3.832526,1.172686,2.078029;0.848225,1.272017,0.2407952;-0.1472562,0.6159359,0.5517764,0.5426615;0.8150672,1.263671,-0.05759236;-0.6573248,0.4277408,0.319066,0.5321267;
168.8012;0.684857,1.473644,0.0684852;-0.1275751,0.728512,0.06628217,0.6697772;-3.832616,1.173449,2.071368;0.8484477,1.272396,0.2400435;-0.1471456,0.6165866,0.551979,0.5417457;0.8150891,1.263519,-0.05794588;-0.656761,0.4281402,0.3191069,0.532477;
168.8121;0.6847383,1.473331,0.06783839;-0.1261171,0.7294396,0.06412841,0.6692533;-3.832545,1.172611,2.075509;0.8487819,1.272763,0.2392028;-0.1462194,0.6173054,0.5525562,0.5405883;0.8149357,1.26339,-0.05834112;-0.6562317,0.4284636,0.3193127,0.532746;
168.8243;0.6846339,1.472879,0.06713703;-0.1244352,0.730364,0.06197693,0.6687625;-3.834567,1.174163,2.063932;0.8490162,1.273105,0.2382025;-0.1457028,0.6179832,0.5527888,0.5397148;0.8145968,1.263259,-0.05880833;-0.6560336,0.4279451,0.3197027,0.5331726;
168.8337;0.6845125,1.472429,0.06645803;-0.1227403,0.7312367,0.05997754,0.6683041;-3.832787,1.172444,2.074437;0.8492156,1.27339,0.2372874;-0.1455525,0.6186209,0.5529429,0.5388663;0.8141105,1.263161,-0.05915096;-0.6555087,0.4281205,0.3203944,0.5332623;
168.8448;0.6843647,1.47204,0.06563904;-0.1210648,0.7319933,0.05819479,0.667939;-3.831798,1.171458,2.080294;0.8492452,1.273771,0.2362373;-0.1454285,0.6192255,0.5534509,0.5376825;0.8137116,1.263068,-0.05962336;-0.6547919,0.4283669,0.3216194,0.5332077;
168.8557;0.6842006,1.471689,0.06486646;-0.1194444,0.7326919,0.05663749,0.6675987;-3.832582,1.172438,2.07207;0.8489302,1.274698,0.2350862;-0.1454025,0.6198303,0.5541577,0.5362629;0.8133651,1.26302,-0.06017032;-0.6540843,0.4287918,0.3225635,0.5331642;
168.8666;0.6840351,1.471336,0.06406867;-0.1179712,0.7332349,0.05516824,0.6673873;-3.832319,1.172035,2.073346;0.8487099,1.275154,0.2340352;-0.1455559,0.6204771,0.5548525,0.5347525;0.8129177,1.263021,-0.06071034;-0.6531312,0.4293452,0.3236676,0.5332183;
168.8777;0.6838227,1.470906,0.06320687;-0.1164777,0.733664,0.05372832,0.6672956;-3.834043,1.173065,2.065178;0.8481071,1.275637,0.2331063;-0.1458428,0.6211229,0.5556738,0.5330694;0.8127009,1.262943,-0.06146368;-0.6524259,0.429892,0.3242141,0.533309;
168.8896;0.6835918,1.47051,0.06243996;-0.1152528,0.7339987,0.05243042,0.6672434;-3.835535,1.17431,2.055381;0.8477464,1.276328,0.2318138;-0.1461896,0.6217464,0.556331,0.5315599;0.8121673,1.263011,-0.0621129;-0.6521057,0.429954,0.3242265,0.5336431;
168.9007;0.6832224,1.470222,0.06175355;-0.1140777,0.7343241,0.05102553,0.6671962;-3.835142,1.173794,2.057121;0.8472131,1.276814,0.2306204;-0.1466683,0.622344,0.5569413,0.5300875;0.8117378,1.263055,-0.06285799;-0.6518171,0.4299215,0.3241709,0.5340555;
168.9106;0.6829915,1.469885,0.06095933;-0.1129582,0.7345191,0.04963162,0.6672773;-3.833832,1.172075,2.067422;0.8472849,1.276636,0.2294151;-0.1468571,0.6229859,0.5573491,0.5288512;0.8111271,1.263129,-0.06366658;-0.6516849,0.4295614,0.3237694,0.5347496;
168.9216;0.6826563,1.469553,0.06017052;-0.1116407,0.7346109,0.04830058,0.6674955;-3.83198,1.170143,2.078874;0.8467934,1.276956,0.2281489;-0.1470614,0.6235306,0.5575815,0.5279066;0.8106732,1.263227,-0.06451818;-0.6513701,0.4291537,0.3236064,0.5355587;
168.9337;0.6823913,1.469146,0.05935805;-0.1099725,0.7347055,0.04682256,0.6677736;-3.829448,1.168205,2.090185;0.8463554,1.277223,0.2269415;-0.1469741,0.6238085,0.5579462,0.5272169;0.8100246,1.26332,-0.06536323;-0.651063,0.4286523,0.3234716,0.5364144;
168.9441;0.6821228,1.468659,0.05846015;-0.1079292,0.734692,0.04527048,0.6682286;-3.829115,1.167969,2.090647;0.8461442,1.277632,0.2254661;-0.146868,0.6240658,0.5582244,0.5266472;0.8096603,1.263367,-0.06631678;-0.6511282,0.4275919,0.3231457,0.5373771;
168.9559;0.6819286,1.468167,0.05761016;-0.1058917,0.7347081,0.0435481,0.6686513;-3.828506,1.167467,2.092545;0.8454112,1.277885,0.2245763;-0.1456688,0.6241609,0.5594292,0.5255881;0.8092287,1.263402,-0.06720865;-0.6513137,0.4263664,0.3227862,0.5383412;
168.9669;0.6816794,1.467729,0.05675499;-0.1039736,0.7346596,0.0418039,0.6691168;-3.828467,1.167372,2.091693;0.8454413,1.278126,0.2233296;-0.1446848,0.6243131,0.5604229,0.5246196;0.8088503,1.263343,-0.06811842;-0.6515892,0.4250914,0.322791,0.5390128;
168.9778;0.6813377,1.467301,0.05592165;-0.1020146,0.7345927,0.0400926,0.6695964;-3.832054,1.169964,2.072805;0.8450115,1.278009,0.2228759;-0.1428759,0.6240719,0.5618852,0.5238376;0.8084525,1.263345,-0.06902939;-0.6516802,0.4242522,0.3229406,0.5394741;
168.9877;0.6809881,1.466919,0.05504918;-0.1001623,0.7344376,0.03841977,0.670144;-3.832059,1.169986,2.071055;0.8444704,1.278035,0.2221704;-0.1408499,0.6239129,0.5633411,0.5230114;0.8084655,1.263245,-0.06989178;-0.6516668,0.4236859,0.3226971,0.5400808;
168.9998;0.680766,1.46645,0.05415634;-0.09821647,0.7341844,0.03699061,0.6707894;-3.831728,1.169859,2.07021;0.8439924,1.277829,0.2213815;-0.1389529,0.6238499,0.5645231,0.5223191;0.8082836,1.263356,-0.07080579;-0.6513596,0.4233641,0.3222813,0.5409514;
169.0117;0.6804441,1.46598,0.05334129;-0.09633525,0.7339923,0.0355545,0.67135;-3.829231,1.16766,2.083481;0.8436233,1.277797,0.2206144;-0.136767,0.623744,0.5656179,0.5218378;0.8081523,1.263447,-0.07158479;-0.6508391,0.4233065,0.3216531,0.5419956;
169.0226;0.6802084,1.465583,0.05246588;-0.09461914,0.7336111,0.03430783,0.6720752;-3.832973,1.170681,2.0615;0.8432108,1.278045,0.2195636;-0.1350505,0.6237602,0.5664986,0.52131;0.8080069,1.263456,-0.07242998;-0.6507068,0.4227714,0.3208591,0.5430418;
169.0333;0.680043,1.465223,0.05167671;-0.09292588,0.7332945,0.03313504,0.6727154;-3.835675,1.17223,2.048907;0.8431852,1.277747,0.2184216;-0.1336271,0.6238742,0.5671735,0.5208061;0.8078783,1.263501,-0.07323438;-0.6509749,0.4218901,0.3194816,0.5442169;
169.0443;0.6798311,1.464925,0.05080656;-0.09146409,0.7328135,0.03210555,0.6734894;-3.834387,1.172063,2.047878;0.8424246,1.277684,0.2177254;-0.1338702,0.6234606,0.5673814,0.5210125;0.8079176,1.263571,-0.07398297;-0.6516601,0.4203904,0.3173538,0.5458;
169.0562;0.6796339,1.464588,0.04997214;-0.0901942,0.7323326,0.03142088,0.6742156;-3.834556,1.171703,2.048572;0.8417816,1.277495,0.2170285;-0.1347113,0.6229107,0.5673776,0.5214574;0.80774,1.263682,-0.07471347;-0.6520321,0.4192358,0.3157917,0.5471483;
169.0671;0.6795436,1.464185,0.04910862;-0.08898878,0.7318484,0.03090268,0.6749251;-3.834458,1.171452,2.048706;0.8411843,1.277361,0.2161056;-0.1357162,0.6222381,0.56744,0.5219319;0.8075446,1.263751,-0.07534735;-0.652392,0.41804,0.3145914,0.5483243;
169.078;0.6793474,1.463881,0.04828832;-0.08773709,0.7313645,0.03066182,0.6756243;-3.832701,1.169863,2.058865;0.8406098,1.277374,0.2154975;-0.1377622,0.6211654,0.5670643,0.5230805;0.8074305,1.263727,-0.07606;-0.6526623,0.4168359,0.3134987,0.5495437;
169.089;0.6790857,1.463568,0.04753654;-0.08654712,0.7308123,0.03079255,0.6763688;-3.831638,1.16874,2.065486;0.840237,1.277184,0.2148006;-0.1395976,0.6200008,0.5667105,0.5243574;0.807104,1.263846,-0.0765712;-0.6529171,0.4154239,0.3123958,0.5509366;
169.1;0.6788936,1.463323,0.04678006;-0.08528548,0.7302396,0.03106395,0.6771348;-3.826283,1.164143,2.097418;0.8395891,1.277194,0.214121;-0.140806,0.6189197,0.5667135,0.5253075;0.806883,1.26395,-0.07701391;-0.6529332,0.4139732,0.3114412,0.5525475;
169.111;0.6786743,1.46319,0.04597708;-0.08409741,0.7294796,0.03162879,0.6780759;-3.824811,1.163136,2.104178;0.8392816,1.277304,0.2134195;-0.1415627,0.6178104,0.5671173,0.5259737;0.8067569,1.264055,-0.07740298;-0.6530722,0.4121705,0.3105702,0.5542187;
169.1219;0.6783583,1.463092,0.04516383;-0.08307201,0.7288114,0.03195664,0.6789049;-3.824426,1.162713,2.106076;0.8383543,1.277228,0.2130004;-0.1421221,0.6167341,0.5677679,0.5263839;0.8065104,1.264129,-0.07775946;-0.6532214,0.4101772,0.3096099,0.5560559;
169.134;0.6780996,1.463017,0.04440362;-0.08213526,0.7280324,0.03251652,0.6798275;-3.824095,1.162407,2.107477;0.8376347,1.277235,0.2123551;-0.1423039,0.6155998,0.5688768,0.5264653;0.8065295,1.264145,-0.07804613;-0.6535103,0.4075126,0.3082366,0.5584335;
