AppTime;HMDPos_x,HMDPos_y,HMDPos_z;MDRot_x,HMDRot_y,HMDRot_z,HMDRot_w;EyePos_x,EyePos_y,EyePos_z;LeftPos_x,LeftPos_y,LeftPos_z;LeftRot_x,LeftRot_y,LeftRot_z,LeftRot_w;RightPos_x,RightPos_y,RightPos_z;RightRot_x,RightRot_y,RightRot_z,RightRot_w;
169.145;0.6776577,1.46298,0.04368278;-0.0810864,0.727237,0.03312639,0.6807746;-3.824507,1.162705,2.104773;0.8365635,1.276938,0.2121247;-0.1425532,0.6144696,0.5696027,0.5269333;0.8063583,1.264193,-0.07823135;-0.6539565,0.4043019,0.3064158,0.56124;
169.1558;0.6774342,1.462942,0.04295173;-0.07991195,0.7262086,0.03389765,0.6819723;-3.824714,1.162943,2.102876;0.8357208,1.276844,0.2116846;-0.1427956,0.6133503,0.570319,0.5273967;0.8061676,1.264271,-0.07831119;-0.6541963,0.4007182,0.304705,0.5644528;
169.1669;0.6771306,1.462888,0.04226499;-0.07849691,0.7251398,0.0348925,0.6832225;-3.824579,1.163003,2.102467;0.834937,1.276962,0.2110679;-0.142421,0.6125448,0.5710351,0.527659;0.8061047,1.264315,-0.07841831;-0.6542978,0.397627,0.303262,0.5672913;
169.1768;0.6768736,1.462866,0.04160761;-0.07707378,0.7238742,0.03578846,0.6846787;-3.823529,1.162418,2.107904;0.8339453,1.27688,0.2108267;-0.141843,0.6114622,0.5720455,0.5279759;0.8059372,1.26443,-0.07830197;-0.653832,0.394516,0.302472,0.5704136;
169.1879;0.6765798,1.462885,0.04096095;-0.07564741,0.7223842,0.0366578,0.6863635;-3.826963,1.165168,2.086336;0.8332264,1.276645,0.2103683;-0.1414473,0.6103719,0.5724996,0.5288507;0.8057871,1.264526,-0.07808192;-0.6531851,0.3920097,0.3021615,0.573041;
169.2021;0.6763059,1.462878,0.04033766;-0.0742177,0.7207518,0.03758283,0.6881832;-3.821344,1.162223,2.116138;0.8324273,1.276564,0.2099116;-0.1411344,0.6091024,0.5730186,0.529835;0.8054626,1.264769,-0.07784955;-0.6526424,0.3895951,0.3022218,0.5752701;
169.2131;0.676035,1.462904,0.03974463;-0.0729611,0.7187466,0.03860665,0.6903547;-3.82142,1.162371,2.117375;0.8317109,1.276496,0.2092215;-0.1409631,0.6075274,0.573331,0.5313488;0.8053294,1.264931,-0.07768735;-0.6519932,0.3873081,0.3022062,0.5775541;
169.2247;0.6757569,1.462915,0.03917408;-0.07182106,0.7167007,0.03968342,0.6925367;0.8294128,1.276564,0.2096441;-0.1412893,0.6055229,0.573876,0.5329595;0.8051007,1.265093,-0.07749878;-0.6513334,0.3849777,0.3019683,0.579976;
169.2346;0.6755083,1.46294,0.03870362;-0.07070493,0.7141667,0.04085762,0.695196;0.8284299,1.276384,0.2092882;-0.1418519,0.6037742,0.5739899,0.5346685;0.8050338,1.265281,-0.07726729;-0.6504604,0.3827663,0.3016106,0.5825996;
169.2456;0.675266,1.463047,0.0382207;-0.0696915,0.7113897,0.04235978,0.6980498;0.8272401,1.27631,0.2087874;-0.1433953,0.6016762,0.5738668,0.5367499;0.8048654,1.265473,-0.07693265;-0.6498452,0.3800999,0.3004465,0.5856255;
169.2578;0.6750451,1.463228,0.0379305;-0.06887551,0.7080658,0.04388348,0.701408;-3.82097,1.162991,2.121775;0.8260313,1.27616,0.2083919;-0.1452129,0.5995846,0.5738574,0.5386086;0.8049463,1.265656,-0.0767915;-0.6499288,0.3762049,0.2974831,0.5895475;
169.2707;0.6748495,1.463342,0.03752857;-0.0681184,0.7047551,0.04527825,0.7047198;-3.823068,1.166074,2.094219;0.8247197,1.275926,0.2078107;-0.147124,0.597458,0.5739931,0.5403059;0.8051031,1.265802,-0.07660668;-0.6505479,0.3715819,0.2934629,0.5937961;
169.2816;0.6745124,1.463546,0.03726327;-0.06738831,0.7011244,0.04663192,0.7083142;-3.823339,1.16482,2.106356;0.8245144,1.275644,0.2074046;-0.1486953,0.5953677,0.5742592,0.541898;0.8054767,1.26581,-0.07657909;-0.6513121,0.3671579,0.2892284,0.5977749;
169.2915;0.6742635,1.463704,0.03695548;-0.06675074,0.6973397,0.04798282,0.7120107;-3.831071,1.167835,2.0709;0.8233788,1.275386,0.2068751;-0.150061,0.5931817,0.5747663,0.543379;0.8056089,1.265924,-0.07653718;-0.6519013,0.3630576,0.2856092,0.6013662;
169.3024;0.6739485,1.463913,0.03669622;-0.06600974,0.6934655,0.04933222,0.7157616;-3.825664,1.166432,2.091193;0.8221778,1.275416,0.2063803;-0.1511858,0.590919,0.5754885,0.5447666;0.8056544,1.266088,-0.07655232;-0.6523204,0.3596993,0.2826648,0.6043139;
169.3135;0.6737928,1.463964,0.03638341;-0.0652356,0.6892943,0.05086489,0.7197434;-3.82562,1.166792,2.088838;0.8205951,1.275229,0.2062213;-0.1522506,0.5885995,0.5763826,0.5460343;0.805822,1.266191,-0.07646267;-0.6523889,0.3567621,0.2801909,0.6071267;
169.3236;0.6736102,1.464052,0.03615744;-0.06432369,0.6847408,0.05228581,0.7240571;-3.825089,1.16666,2.092452;0.819214,1.275018,0.2058124;-0.1530036,0.5862623,0.5773411,0.5473241;0.8061707,1.266102,-0.07647331;-0.6523741,0.3545684,0.2784526,0.6092236;
169.3344;0.673422,1.464094,0.03599156;-0.06333693,0.6800939,0.05385287,0.7283959;-3.822634,1.16539,2.112275;0.817809,1.274708,0.2054166;-0.1540592,0.5838718,0.5780719,0.54881;0.8064308,1.266134,-0.07631725;-0.6520905,0.3526712,0.2767059,0.6114204;
169.3454;0.673135,1.4642,0.03584344;-0.06205945,0.6751277,0.05547282,0.7329898;-3.822198,1.165428,2.11549;0.817345,1.274268,0.2050045;-0.1552838,0.5812824,0.5782638,0.551007;0.8066119,1.266176,-0.07641098;-0.6522827,0.3505738,0.2743485,0.6134805;
169.3564;0.6728882,1.464297,0.03572368;-0.06087044,0.6698901,0.05743986,0.7377281;-3.821656,1.165275,2.121758;0.8161681,1.273987,0.2046132;-0.1560979,0.5788169,0.578867,0.5527365;0.8067869,1.266289,-0.07635465;-0.6526541,0.3479096,0.2712255,0.6159856;
169.3674;0.6725755,1.464439,0.03573199;-0.05943463,0.6644006,0.05972363,0.7426119;-3.821804,1.165704,2.118917;0.8148159,1.273612,0.2041811;-0.1566233,0.5763118,0.5795694,0.5544665;0.8070238,1.266278,-0.07658097;-0.6534112,0.3449749,0.2673211,0.6185351;
169.3844;0.6722637,1.464552,0.03576144;-0.0580752,0.6583767,0.06223984,0.7478594;-3.821805,1.165437,2.129806;0.8136203,1.273093,0.2037296;-0.1569528,0.5736839,0.580438,0.5561875;0.8073008,1.266319,-0.07677597;-0.654178,0.3418591,0.2631404,0.6212413;
169.3963;0.6716557,1.46473,0.03590281;-0.05526268,0.645792,0.06773496,0.7584925;-3.822125,1.16577,2.131056;0.8106344,1.272186,0.2030738;-0.1568337,0.5683964,0.5831442,0.5588127;0.8076311,1.266174,-0.07716241;-0.6559243,0.3352624,0.25372,0.6268879;
169.4072;0.6712303,1.464857,0.03607778;-0.05410456,0.6394457,0.07048633,0.7636842;-3.822643,1.166029,2.13162;0.8094848,1.271563,0.2027279;-0.1566741,0.5655729,0.5845446,0.5602573;0.8076282,1.266103,-0.07730526;-0.656735,0.3318614,0.2489695,0.6297471;
169.4183;0.6708018,1.465012,0.03622354;-0.05313177,0.6326887,0.07337382,0.7690892;-3.822586,1.166387,2.132122;0.8079809,1.270917,0.2025834;-0.1561637,0.5625708,0.5859826,0.5619177;0.807882,1.265906,-0.07764006;-0.6575969,0.3283777,0.2432229,0.6329116;
169.4301;0.6705654,1.465048,0.03635402;-0.05228079,0.6258249,0.07632815,0.7744572;-3.823198,1.166729,2.132438;0.8067936,1.270357,0.2020736;-0.1556409,0.5594219,0.5874476,0.563674;0.8081515,1.265707,-0.07801551;-0.6582342,0.3253071,0.2382178,0.6357322;
169.4409;0.6701732,1.465134,0.0365344;-0.05189186,0.6186898,0.07924422,0.7799042;-3.823247,1.167173,2.130657;0.8054174,1.269655,0.2017359;-0.15539,0.5563865,0.5885783,0.5655648;0.8084173,1.265426,-0.07839629;-0.658519,0.3227313,0.2333273,0.6385574;
169.4511;0.669804,1.465064,0.03675369;-0.05148781,0.6113697,0.0821826,0.7853802;-3.822355,1.16786,2.117346;0.8040408,1.268765,0.2011469;-0.1557459,0.5530672,0.5891649,0.5681061;0.813882,1.263584,-0.08074418;-0.6589858,0.320184,0.2293998,0.6407774;
169.4641;0.6693577,1.465123,0.03705004;-0.05095792,0.6036568,0.08516949,0.7910423;-3.822921,1.167996,2.123162;0.8028653,1.267792,0.2005982;-0.1560144,0.5500181,0.5899414,0.570183;0.8177074,1.262317,-0.08190061;-0.6590624,0.3175817,0.2254739,0.6433818;
169.4753;0.6688163,1.465133,0.03744237;-0.0504033,0.5956885,0.08787521,0.7968016;-3.823549,1.168079,2.124517;0.8013312,1.267091,0.2002935;-0.1564105,0.5469582,0.5906713,0.5722587;0.8180071,1.261816,-0.08240059;-0.6586382,0.3156623,0.2236434,0.6453966;
169.486;0.6683857,1.465061,0.03771698;-0.04997762,0.5877917,0.09006315,0.8024288;-3.823494,1.168266,2.123822;0.8002129,1.266234,0.1996678;-0.1568561,0.544192,0.5911389,0.5742875;0.8203796,1.260939,-0.08286782;-0.6584203,0.313542,0.2211005,0.6475251;
169.4971;0.6679844,1.464898,0.03793856;-0.04960227,0.5802108,0.09152483,0.807786;-3.824446,1.168476,2.130188;0.7988036,1.265321,0.19914;-0.1573972,0.5415255,0.5913703,0.5764179;0.820784,1.260314,-0.0834098;-0.6584726,0.3111439,0.2191585,0.6492864;
169.5092;0.6674495,1.464684,0.03810216;-0.0492577,0.5730145,0.09264488,0.8128008;-3.825067,1.168746,2.133145;0.7976884,1.264485,0.1984176;-0.1583733,0.5389702,0.5911396,0.5787773;0.8228208,1.25946,-0.08431004;-0.6588745,0.3082584,0.2164797,0.6511512;
169.5199;0.6669849,1.464366,0.03811766;-0.04892913,0.5665237,0.09343045,0.8172684;-3.825237,1.168968,2.134644;0.7962724,1.263472,0.1978152;-0.1590518,0.536645,0.5910771,0.580812;0.8225539,1.25935,-0.08420098;-0.6588206,0.3063426,0.2139735,0.6529356;
169.5308;0.6665918,1.464087,0.03816572;-0.04833235,0.5604644,0.09405588,0.8213995;-3.825926,1.169072,2.134972;0.7948703,1.262427,0.1972536;-0.1596418,0.5344495,0.5909187,0.5828322;0.8232992,1.258718,-0.0846141;-0.6582078,0.3049665,0.2111778,0.6551044;
169.5418;0.6662421,1.463718,0.03800844;-0.04778827,0.554649,0.09452001,0.8253161;-3.825937,1.169147,2.135332;0.7934659,1.261449,0.19646;-0.1598034,0.5324283,0.5908947,0.5846593;0.824437,1.258162,-0.08496775;-0.6573411,0.3036538,0.2083711,0.6574789;
169.5518;0.6658396,1.463384,0.03776882;-0.04716333,0.5497481,0.09468922,0.8286052;-3.825636,1.169155,2.134461;0.7921205,1.26039,0.1959049;-0.1596533,0.5303878,0.5911503,0.5862942;0.8253771,1.257541,-0.08518726;-0.6556047,0.3036143,0.2061561,0.6599247;
169.5637;0.6656424,1.463084,0.03753459;-0.04667928,0.54505,0.0947102,0.8317281;-3.826003,1.169093,2.134086;0.7910835,1.259565,0.1952169;-0.1588616,0.5287672,0.5912592,0.5878614;0.8261451,1.256801,-0.08542375;-0.6538381,0.303733,0.2044128,0.6621612;
169.5752;0.6653541,1.462847,0.03721905;-0.04628812,0.5413033,0.09441942,0.8342261;-3.826463,1.168934,2.133846;0.7903956,1.258347,0.1947987;-0.157507,0.5273468,0.5917124,0.5890443;0.8273247,1.255982,-0.08562246;-0.6526547,0.3031495,0.2026331,0.6641401;
169.5856;0.6652914,1.462562,0.03691927;-0.04599965,0.5378734,0.09415467,0.8364874;-3.825502,1.16859,2.129478;0.7893794,1.257266,0.1943548;-0.1562015,0.52589,0.592255,0.5901482;0.8280163,1.255309,-0.08582333;-0.6515635,0.3023452,0.2011442,0.6660281;
169.5969;0.6650602,1.462401,0.03658458;-0.04589634,0.5354569,0.09357612,0.8381068;-3.826147,1.168586,2.132385;0.7887998,1.256282,0.1939544;-0.1543572,0.5251453,0.5925789,0.5909708;0.8285471,1.254569,-0.08620305;-0.6507855,0.3011313,0.199146,0.6679364;
169.6069;0.6648914,1.4622,0.03630514;-0.04579492,0.5334092,0.09297441,0.8394839;-3.826858,1.16851,2.134095;0.7882053,1.255279,0.1935521;-0.1532035,0.5245013,0.5923799,0.5920415;0.8291446,1.253956,-0.08647262;-0.6504713,0.2997075,0.1972573,0.6694416;
169.6187;0.6648659,1.462026,0.03605988;-0.04568935,0.5313849,0.09254139,0.8408202;-3.827975,1.168345,2.135756;0.7875072,1.254351,0.1931731;-0.1522007,0.5238184,0.5920394,0.5932442;0.8287195,1.253554,-0.08631104;-0.6495185,0.2990428,0.1962464,0.6709595;
169.6297;0.6647018,1.461922,0.03580213;-0.04554517,0.5300603,0.09204445,0.8417182;-3.828335,1.168191,2.136599;0.7869543,1.253352,0.1930279;-0.1513859,0.5235958,0.5911251,0.5945594;0.8291664,1.253064,-0.0864034;-0.6483322,0.2992027,0.1961606,0.6720597;
169.6408;0.664476,1.461934,0.0355572;-0.04537597,0.5288191,0.09156027,0.8425605;-3.828182,1.168019,2.136511;0.786585,1.252621,0.1928206;-0.1505284,0.5235282,0.5899913,0.5959612;0.8302921,1.252403,-0.08665341;-0.647025,0.299636,0.1963289,0.6730764;
169.6517;0.6643641,1.461935,0.03531708;-0.04502987,0.5282612,0.09107117,0.8429819;-3.828046,1.167767,2.135611;0.7861522,1.251912,0.1927058;-0.1495378,0.5236092,0.588726,0.597389;0.8298233,1.252269,-0.086496;-0.6456345,0.3004602,0.1966549,0.6739486;
169.6635;0.6642978,1.461945,0.03508923;-0.04469609,0.5279044,0.09074258,0.8432586;-3.825396,1.167198,2.12855;0.7856867,1.251406,0.1925054;-0.1489084,0.52346,0.5874946,0.5988873;0.8301914,1.251722,-0.0866444;-0.6445627,0.3010604,0.1967392,0.6746816;
169.6747;0.6641107,1.462202,0.03497526;-0.0445547,0.5281588,0.09047367,0.8431356;-3.821447,1.166458,2.117896;0.7856417,1.250954,0.1925192;-0.1482878,0.5237588,0.5857812,0.6004564;0.8303052,1.251548,-0.08672009;-0.6438684,0.3020143,0.196928,0.6748631;
169.6855;0.6640618,1.462406,0.0348364;-0.04459297,0.5284171,0.09018469,0.8430028;-3.826968,1.167177,2.131986;0.7864776,1.250341,0.1925009;-0.1474931,0.5243388,0.584049,0.6018317;0.8298938,1.251725,-0.08649004;-0.6439298,0.3026102,0.1967196,0.6745983;
169.6963;0.6639657,1.462756,0.03479451;-0.0449741,0.5292837,0.089706,0.8424898;-3.827412,1.167288,2.134205;0.7863933,1.250011,0.1926517;-0.1466945,0.5247791,0.5827332,0.6029177;0.8297503,1.251662,-0.08672264;-0.6446275,0.3030843,0.1961513,0.6738843;
169.7072;0.6640105,1.463061,0.0347507;-0.04564715,0.5305495,0.08913854,0.8417172;-3.828407,1.167508,2.137164;0.7865061,1.249769,0.1927011;-0.1458088,0.525442,0.5814293,0.6038134;0.8295199,1.251671,-0.08700387;-0.6457638,0.3032971,0.1953276,0.6729392;
169.7175;0.6638343,1.463306,0.03473216;-0.04640176,0.5319584,0.08854234,0.8408493;-3.828624,1.167606,2.138013;0.7867665,1.249559,0.193037;-0.1445687,0.5262671,0.5803713,0.6044105;0.829523,1.251554,-0.0870512;-0.646404,0.3034476,0.1947849,0.6724138;
169.7303;0.6639961,1.463535,0.0347112;-0.04723501,0.5338071,0.08793397,0.8396943;-3.828487,1.167674,2.1374;0.7870039,1.249599,0.1933696;-0.1433944,0.5270624,0.5791782,0.6051412;0.8291914,1.251654,-0.08725458;-0.6474562,0.3039137,0.194246,0.6713459;
169.7416;0.6639805,1.463841,0.0347706;-0.04784715,0.5357546,0.08743696,0.8384703;-3.828015,1.167729,2.136775;0.787331,1.249911,0.1936692;-0.1424402,0.5277084,0.5782567,0.6056846;0.8278097,1.251985,-0.08721176;-0.6482401,0.3046926,0.1940775,0.6702844;
169.7515;0.6641348,1.464172,0.03486288;-0.04866186,0.5380221,0.08692741,0.8370232;-3.828229,1.168048,2.138739;0.7877697,1.249987,0.1940534;-0.1415997,0.5284468,0.5774468,0.6060105;0.8274821,1.252062,-0.08728902;-0.6488641,0.3056625,0.1940792,0.6692377;
169.7634;0.6641842,1.464481,0.03496888;-0.04948199,0.5402792,0.08643809,0.8355708;-3.828418,1.168162,2.138839;0.7879264,1.250381,0.1945706;-0.1411743,0.5293947,0.577562,0.605172;0.8275447,1.251939,-0.08708523;-0.6493308,0.3072504,0.1944442,0.6679507;
169.7732;0.6642885,1.464696,0.03520256;-0.05045685,0.5428022,0.08579684,0.8339418;-3.828336,1.168328,2.138933;0.7879939,1.250715,0.1949575;-0.1407713,0.5303359,0.5773389,0.6046545;0.8267599,1.251892,-0.0868734;-0.6497773,0.3092706,0.1948409,0.666467;
169.785;0.6645324,1.464848,0.03537121;-0.05128823,0.5452927,0.08510149,0.8323359;-3.828762,1.168446,2.138626;0.7880607,1.251115,0.1954561;-0.1406519,0.5313224,0.5778161,0.603359;0.8265013,1.251895,-0.08681139;-0.6506113,0.3108558,0.1942104,0.6650985;
169.7975;0.6646087,1.46507,0.03562051;-0.05203965,0.547889,0.08436564,0.8306576;-3.828327,1.168659,2.138219;0.7883748,1.251513,0.195938;-0.1408151,0.5323678,0.5782945,0.6019395;0.8261931,1.251746,-0.08677711;-0.6515138,0.3121517,0.1935822,0.6637899;
169.8074;0.6647253,1.465266,0.03589869;-0.05286186,0.5505166,0.08370145,0.8289338;-3.827678,1.168924,2.138197;0.7885338,1.251945,0.1963727;-0.1409015,0.5334317,0.5787287,0.6005586;0.8258842,1.251666,-0.0866923;-0.6526279,0.3136361,0.1929943,0.662165;
169.8183;0.6648436,1.465483,0.03623901;-0.05384743,0.553288,0.08317375,0.8270762;-3.827207,1.169138,2.137399;0.7887971,1.252411,0.1968786;-0.1413018,0.5344922,0.5794553,0.5988185;0.8254482,1.251786,-0.08641507;-0.6537671,0.3148468,0.1929452,0.6604788;
169.8291;0.6651054,1.465657,0.03667991;-0.05490785,0.5563169,0.08265774,0.8250239;-3.826081,1.169263,2.135196;0.7891184,1.252949,0.1973386;-0.1414953,0.5355297,0.5803853,0.5969422;0.8239913,1.25202,-0.08584282;-0.6547436,0.3156879,0.1930542,0.6590767;
169.8402;0.665261,1.465769,0.03720814;-0.05609655,0.5592968,0.0821436,0.822978;-3.825806,1.16936,2.134367;0.7893927,1.253329,0.1979111;-0.1412529,0.5365909,0.5815533,0.5949064;0.8235942,1.251903,-0.08554533;-0.6554602,0.3164872,0.1936705,0.6577991;
169.8511;0.6654115,1.46589,0.03779633;-0.0571903,0.562474,0.08179112,0.8207695;-3.823583,1.169111,2.12567;0.7897557,1.253889,0.1987188;-0.1403812,0.5377445,0.5834197,0.5922377;0.8253516,1.251588,-0.08619143;-0.6559408,0.3176702,0.1939337,0.6566712;
169.8631;0.6657372,1.465851,0.03838251;-0.05835655,0.5656276,0.08134909,0.8185611;-3.821708,1.168997,2.11869;0.7903519,1.254135,0.1993553;-0.1396405,0.5389131,0.5846163,0.590167;0.82507,1.251464,-0.08580455;-0.6558976,0.3189841,0.1955391,0.6556005;
169.8741;0.6658753,1.465888,0.03903522;-0.05924607,0.5686868,0.08093741,0.8164155;-3.822133,1.169209,2.120223;0.7911339,1.254364,0.1999658;-0.1385515,0.5403271,0.5856869,0.5880656;0.8249753,1.251575,-0.08514598;-0.6555428,0.3206149,0.1975044,0.6545699;
169.8861;0.6660852,1.466048,0.0397635;-0.05967286,0.5717782,0.08048769,0.8142669;-3.823339,1.169517,2.124314;0.7919648,1.254767,0.2004426;-0.1375809,0.5417977,0.5860258,0.5866009;0.8253992,1.251148,-0.08448964;-0.6547484,0.3228646,0.1993783,0.6536905;
169.8981;0.6662052,1.466277,0.04056346;-0.05999727,0.5748183,0.08016356,0.8121319;-3.82056,1.169155,2.112574;0.7928632,1.254981,0.2010263;-0.1368102,0.5431885,0.5859293,0.5855903;0.8251958,1.251016,-0.08396387;-0.6540986,0.3252577,0.2015582,0.6524851;
169.9079;0.6662941,1.46668,0.04139892;-0.06000397,0.5778183,0.08003987,0.8100119;-3.818526,1.169032,2.103825;0.7939575,1.255213,0.2016439;-0.1355817,0.5447935,0.5862963,0.5840158;0.8253675,1.250846,-0.08363299;-0.6542907,0.3268843,0.2028767,0.6510695;
169.9209;0.6663807,1.46716,0.04225602;-0.06001944,0.5808033,0.07998615,0.8078783;-3.815695,1.16893,2.092742;0.7949482,1.255676,0.2020256;-0.1342515,0.5464504,0.5870228,0.5820419;0.8251659,1.250773,-0.08322108;-0.6543428,0.3285225,0.2040795,0.6498155;
169.9321;0.6665286,1.467569,0.04315286;-0.06003018,0.5837265,0.0799349,0.805773;-3.814198,1.168949,2.086237;0.7962843,1.255947,0.2024667;-0.132681,0.5483032,0.5877279,0.5799443;0.8272637,1.250409,-0.08357938;-0.6547607,0.3297116,0.2038826,0.6488532;
169.9434;0.6666032,1.468013,0.0440772;-0.05987612,0.586589,0.07989246,0.8037073;-3.822501,1.16984,2.118471;0.7974476,1.256457,0.2028918;-0.1317226,0.5501499,0.5876439,0.5784972;0.8253472,1.250919,-0.08250596;-0.6546002,0.3315496,0.2047284,0.6478116;
169.9544;0.6668198,1.46838,0.04502554;-0.05966597,0.5893913,0.08004583,0.8016549;-3.825129,1.170349,2.129585;0.798835,1.256939,0.2031934;-0.1312174,0.5520549,0.5867576,0.5776962;0.8235112,1.251526,-0.08147626;-0.6541767,0.3338431,0.2059525,0.6466724;
169.9664;0.6669049,1.468776,0.04598358;-0.05953735,0.59195,0.0803351,0.799748;-3.82549,1.170684,2.131593;0.8003222,1.257469,0.2033462;-0.1311191,0.5539868,0.584988,0.5776639;0.8234651,1.251754,-0.08097143;-0.6532168,0.3366216,0.2069602,0.6458801;
169.9773;0.6671155,1.469082,0.04696979;-0.05948521,0.5945483,0.08061395,0.797794;-3.824847,1.170848,2.126818;0.8014216,1.257976,0.2037739;-0.1307083,0.5559275,0.5835849,0.5773117;0.821358,1.252496,-0.07973774;-0.6520436,0.3396946,0.207908,0.6451519;
169.9892;0.6673045,1.469343,0.04791962;-0.05944221,0.5969029,0.08119737,0.7959778;-3.82418,1.171084,2.122011;0.8026545,1.258712,0.203922;-0.1299026,0.5580178,0.5820178,0.5770587;0.8212522,1.252765,-0.07927938;-0.651005,0.3424488,0.2082278,0.6446414;
170.0002;0.6673287,1.469575,0.04904987;-0.05925775,0.5992067,0.08175115,0.7942019;-3.821581,1.171301,2.110614;0.8036664,1.259331,0.2042681;-0.1286185,0.5597931,0.5807434,0.5769109;0.8178631,1.253433,-0.07810792;-0.6504487,0.3446308,0.2086514,0.6439027;
170.0122;0.667433,1.469784,0.05012625;-0.05917433,0.6014328,0.08206831,0.7924908;-3.815512,1.170953,2.069481;0.8042232,1.260097,0.2047561;-0.1274718,0.5614428,0.5799708,0.5763392;0.8167847,1.253708,-0.07767978;-0.6502498,0.3467441,0.2088342,0.6429091;
170.0231;0.6674278,1.469908,0.05125183;-0.05916314,0.6034194,0.08169631,0.7910187;-3.818289,1.170923,2.06777;0.80487,1.260816,0.2052451;-0.125796,0.5630884,0.5796076,0.5754668;0.8163792,1.253778,-0.07738853;-0.6505851,0.3483373,0.2089636,0.6416653;
170.0339;0.6674188,1.469956,0.05242937;-0.05920179,0.6053107,0.0810125,0.7896399;0.8053509,1.261497,0.205846;-0.124152,0.5646563,0.5795226,0.5743719;0.8152925,1.253863,-0.07687266;-0.6511921,0.3496522,0.2095809,0.6401314;
170.0441;0.6674402,1.469831,0.0536642;-0.05920294,0.6070614,0.07976229,0.7884221;-3.815643,1.171714,2.066166;0.8057768,1.262153,0.2065864;-0.1220959,0.5660968,0.5809075,0.5719909;0.8147868,1.253861,-0.07653426;-0.6519839,0.3503487,0.2098937,0.6388407;
170.056;0.6673689,1.469625,0.05488963;-0.05943948,0.6085932,0.07860623,0.7873388;-3.816107,1.171969,2.065002;0.8059074,1.262896,0.2073165;-0.1205684,0.5674648,0.5824683,0.5693661;0.8134695,1.254337,-0.07561107;-0.6529617,0.350499,0.2092659,0.6379649;
170.067;0.6673775,1.469426,0.05609511;-0.0598429,0.6100065,0.07766426,0.7863073;-3.816751,1.172145,2.063619;0.8054568,1.263876,0.2079114;-0.1195535,0.5688727,0.5838456,0.5667584;0.8111713,1.254369,-0.07495818;-0.65385,0.3503705,0.2088214,0.637271;
170.079;0.6672741,1.469208,0.05736439;-0.06056889,0.6114233,0.07691943,0.7852238;-3.815572,1.172381,2.062456;0.8049426,1.264593,0.2087204;-0.1193173,0.5702733,0.5858678,0.5633033;0.8107439,1.254338,-0.0744198;-0.6545038,0.3504068,0.2082739,0.6367589;
170.091;0.6669719,1.469059,0.05868625;-0.06132362,0.6126955,0.07643069,0.7842207;-3.815279,1.172521,2.061174;0.8044723,1.265272,0.2095033;-0.1194294,0.5717199,0.5876346,0.5599631;0.8099496,1.254453,-0.0737434;-0.6547689,0.3510314,0.2086496,0.6360189;
170.1017;0.6667977,1.468937,0.05999941;-0.06231313,0.6139438,0.07623562,0.7831847;-3.815584,1.172572,2.059989;0.8043268,1.265532,0.2104479;-0.1210468,0.5732957,0.5894746,0.556057;0.8095483,1.254413,-0.0729706;-0.6549093,0.351717,0.2095132,0.6352112;
170.113;0.6666967,1.468876,0.06130728;-0.06331102,0.6151951,0.07591225,0.7821534;-3.81593,1.172603,2.058683;0.8041338,1.266068,0.2113286;-0.1219441,0.5748574,0.5908996,0.5527262;0.8067881,1.255034,-0.07154456;-0.6548904,0.3527796,0.2108736,0.6341904;
170.124;0.6664755,1.468874,0.06269088;-0.06435631,0.6164578,0.07571464,0.7810923;-3.817088,1.172582,2.063389;0.8034985,1.266393,0.212308;-0.1235262,0.5764383,0.5923994,0.5491112;0.8063142,1.255,-0.07062125;-0.6547589,0.3540137,0.2127166,0.6330219;
